Village A,Village B,Village C,Village D,Village E
0.18884,0.18884,0.18884,0.18884,0.18884
0.36419,0.36419,0.36419,0.36419,0.36419
0.22194,0.22194,0.22194,0.22194,0.22194
0.12343,0.12343,0.12343,0.12343,0.12343
0.07828,0.07828,0.07828,0.07828,0.07828
0.02064,0.02064,0.02064,0.02064,0.02064
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.05698,0.05698,0.05698,0.05698,0.05698
0.23317,0.23317,0.23317,0.23317,0.23317
0.36683,0.36683,0.36683,0.36683,0.36683
0.47741,0.47741,0.47741,0.47741,0.47741
0.56644,0.56644,0.56644,0.56644,0.56644
0.68917,0.68917,0.68917,0.68917,0.68917
0.62955,0.62955,0.62955,0.62955,0.62955
0.33718,0.33718,0.33718,0.33718,0.33718
0.35468,0.35468,0.35468,0.35468,0.35468
0.13333,0.13333,0.13333,0.13333,0.13333
0.01732,0.01732,0.01732,0.01732,0.01732
0.00854,0.00854,0.00854,0.00854,0.00854
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.04281,0.04281,0.04281,0.04281,0.04281
0.14207,0.14207,0.14207,0.14207,0.14207
0.24783,0.24783,0.24783,0.24783,0.24783
0.25839,0.25839,0.25839,0.25839,0.25839
0.33516,0.33516,0.33516,0.33516,0.33516
0.40049,0.40049,0.40049,0.40049,0.40049
0.6032,0.6032,0.6032,0.6032,0.6032
0.66147,0.66147,0.66147,0.66147,0.66147
0.56707,0.56707,0.56707,0.56707,0.56707
0.42115,0.42115,0.42115,0.42115,0.42115
0.12808,0.12808,0.12808,0.12808,0.12808
0.02206,0.02206,0.02206,0.02206,0.02206
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.079,0.079,0.079,0.079,0.079
0.22407,0.22407,0.22407,0.22407,0.22407
0.46018,0.46018,0.46018,0.46018,0.46018
0.34884,0.34884,0.34884,0.34884,0.34884
0.63945,0.63945,0.63945,0.63945,0.63945
0.59536,0.59536,0.59536,0.59536,0.59536
0.34843,0.34843,0.34843,0.34843,0.34843
0.37051,0.37051,0.37051,0.37051,0.37051
0.37536,0.37536,0.37536,0.37536,0.37536
0.24424,0.24424,0.24424,0.24424,0.24424
0.11361,0.11361,0.11361,0.11361,0.11361
0.04028,0.04028,0.04028,0.04028,0.04028
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0816,0.0816,0.0816,0.0816,0.0816
0.27375,0.27375,0.27375,0.27375,0.27375
0.39958,0.39958,0.39958,0.39958,0.39958
0.53338,0.53338,0.53338,0.53338,0.53338
0.64286,0.64286,0.64286,0.64286,0.64286
0.31685,0.31685,0.31685,0.31685,0.31685
0.19768,0.19768,0.19768,0.19768,0.19768
0.14924,0.14924,0.14924,0.14924,0.14924
0.04874,0.04874,0.04874,0.04874,0.04874
0.17943,0.17943,0.17943,0.17943,0.17943
0.08989,0.08989,0.08989,0.08989,0.08989
0.0399,0.0399,0.0399,0.0399,0.0399
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.08778,0.08778,0.08778,0.08778,0.08778
0.30614,0.30614,0.30614,0.30614,0.30614
0.5067,0.5067,0.5067,0.5067,0.5067
0.35298,0.35298,0.35298,0.35298,0.35298
0.57481,0.57481,0.57481,0.57481,0.57481
0.75408,0.75408,0.75408,0.75408,0.75408
0.79813,0.79813,0.79813,0.79813,0.79813
0.71861,0.71861,0.71861,0.71861,0.71861
0.54894,0.54894,0.54894,0.54894,0.54894
0.3939,0.3939,0.3939,0.3939,0.3939
0.17115,0.17115,0.17115,0.17115,0.17115
0.0438,0.0438,0.0438,0.0438,0.0438
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.09311,0.09311,0.09311,0.09311,0.09311
0.30794,0.30794,0.30794,0.30794,0.30794
0.50898,0.50898,0.50898,0.50898,0.50898
0.66101,0.66101,0.66101,0.66101,0.66101
0.75978,0.75978,0.75978,0.75978,0.75978
0.80405,0.80405,0.80405,0.80405,0.80405
0.79168,0.79168,0.79168,0.79168,0.79168
0.70883,0.70883,0.70883,0.70883,0.70883
0.54165,0.54165,0.54165,0.54165,0.54165
0.34772,0.34772,0.34772,0.34772,0.34772
0.22488,0.22488,0.22488,0.22488,0.22488
0.04382,0.04382,0.04382,0.04382,0.04382
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.09384,0.09384,0.09384,0.09384,0.09384
0.30818,0.30818,0.30818,0.30818,0.30818
0.50837,0.50837,0.50837,0.50837,0.50837
0.66037,0.66037,0.66037,0.66037,0.66037
0.75902,0.75902,0.75902,0.75902,0.75902
0.77321,0.77321,0.77321,0.77321,0.77321
0.66594,0.66594,0.66594,0.66594,0.66594
0.45403,0.45403,0.45403,0.45403,0.45403
0.39157,0.39157,0.39157,0.39157,0.39157
0.36159,0.36159,0.36159,0.36159,0.36159
0.22942,0.22942,0.22942,0.22942,0.22942
0.04435,0.04435,0.04435,0.04435,0.04435
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.08776,0.08776,0.08776,0.08776,0.08776
0.2988,0.2988,0.2988,0.2988,0.2988
0.49697,0.49697,0.49697,0.49697,0.49697
0.64798,0.64798,0.64798,0.64798,0.64798
0.74518,0.74518,0.74518,0.74518,0.74518
0.7891,0.7891,0.7891,0.7891,0.7891
0.661,0.661,0.661,0.661,0.661
0.53666,0.53666,0.53666,0.53666,0.53666
0.20693,0.20693,0.20693,0.20693,0.20693
0.22042,0.22042,0.22042,0.22042,0.22042
0.19898,0.19898,0.19898,0.19898,0.19898
0.04216,0.04216,0.04216,0.04216,0.04216
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01026,0.01026,0.01026,0.01026,0.01026
0.08007,0.08007,0.08007,0.08007,0.08007
0.28709,0.28709,0.28709,0.28709,0.28709
0.51314,0.51314,0.51314,0.51314,0.51314
0.52327,0.52327,0.52327,0.52327,0.52327
0.51585,0.51585,0.51585,0.51585,0.51585
0.59739,0.59739,0.59739,0.59739,0.59739
0.50179,0.50179,0.50179,0.50179,0.50179
0.27117,0.27117,0.27117,0.27117,0.27117
0.07226,0.07226,0.07226,0.07226,0.07226
0.05054,0.05054,0.05054,0.05054,0.05054
0.00779,0.00779,0.00779,0.00779,0.00779
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02365,0.02365,0.02365,0.02365,0.02365
0.23278,0.23278,0.23278,0.23278,0.23278
0.29538,0.29538,0.29538,0.29538,0.29538
0.51278,0.51278,0.51278,0.51278,0.51278
0.68441,0.68441,0.68441,0.68441,0.68441
0.69931,0.69931,0.69931,0.69931,0.69931
0.61487,0.61487,0.61487,0.61487,0.61487
0.65198,0.65198,0.65198,0.65198,0.65198
0.44687,0.44687,0.44687,0.44687,0.44687
0.25541,0.25541,0.25541,0.25541,0.25541
0.16207,0.16207,0.16207,0.16207,0.16207
0.03798,0.03798,0.03798,0.03798,0.03798
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02072,0.02072,0.02072,0.02072,0.02072
0.19766,0.19766,0.19766,0.19766,0.19766
0.25425,0.25425,0.25425,0.25425,0.25425
0.42971,0.42971,0.42971,0.42971,0.42971
0.37647,0.37647,0.37647,0.37647,0.37647
0.35678,0.35678,0.35678,0.35678,0.35678
0.24574,0.24574,0.24574,0.24574,0.24574
0.15369,0.15369,0.15369,0.15369,0.15369
0.05406,0.05406,0.05406,0.05406,0.05406
0.05808,0.05808,0.05808,0.05808,0.05808
0.05411,0.05411,0.05411,0.05411,0.05411
0.01915,0.01915,0.01915,0.01915,0.01915
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.05864,0.05864,0.05864,0.05864,0.05864
0.23796,0.23796,0.23796,0.23796,0.23796
0.40484,0.40484,0.40484,0.40484,0.40484
0.45403,0.45403,0.45403,0.45403,0.45403
0.56833,0.56833,0.56833,0.56833,0.56833
0.54525,0.54525,0.54525,0.54525,0.54525
0.57241,0.57241,0.57241,0.57241,0.57241
0.45569,0.45569,0.45569,0.45569,0.45569
0.21784,0.21784,0.21784,0.21784,0.21784
0.04957,0.04957,0.04957,0.04957,0.04957
0.01749,0.01749,0.01749,0.01749,0.01749
0.00216,0.00216,0.00216,0.00216,0.00216
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0087,0.0087,0.0087,0.0087,0.0087
0.03383,0.03383,0.03383,0.03383,0.03383
0.24141,0.24141,0.24141,0.24141,0.24141
0.12892,0.12892,0.12892,0.12892,0.12892
0.1663,0.1663,0.1663,0.1663,0.1663
0.32726,0.32726,0.32726,0.32726,0.32726
0.44942,0.44942,0.44942,0.44942,0.44942
0.35644,0.35644,0.35644,0.35644,0.35644
0.28416,0.28416,0.28416,0.28416,0.28416
0.30524,0.30524,0.30524,0.30524,0.30524
0.1566,0.1566,0.1566,0.1566,0.1566
0.0387,0.0387,0.0387,0.0387,0.0387
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.09401,0.09401,0.09401,0.09401,0.09401
0.30589,0.30589,0.30589,0.30589,0.30589
0.50367,0.50367,0.50367,0.50367,0.50367
0.65296,0.65296,0.65296,0.65296,0.65296
0.75271,0.75271,0.75271,0.75271,0.75271
0.79668,0.79668,0.79668,0.79668,0.79668
0.75414,0.75414,0.75414,0.75414,0.75414
0.69138,0.69138,0.69138,0.69138,0.69138
0.57686,0.57686,0.57686,0.57686,0.57686
0.41226,0.41226,0.41226,0.41226,0.41226
0.21733,0.21733,0.21733,0.21733,0.21733
0.04601,0.04601,0.04601,0.04601,0.04601
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.08706,0.08706,0.08706,0.08706,0.08706
0.25721,0.25721,0.25721,0.25721,0.25721
0.37288,0.37288,0.37288,0.37288,0.37288
0.31354,0.31354,0.31354,0.31354,0.31354
0.34127,0.34127,0.34127,0.34127,0.34127
0.66514,0.66514,0.66514,0.66514,0.66514
0.70595,0.70595,0.70595,0.70595,0.70595
0.68817,0.68817,0.68817,0.68817,0.68817
0.52775,0.52775,0.52775,0.52775,0.52775
0.20533,0.20533,0.20533,0.20533,0.20533
0.11089,0.11089,0.11089,0.11089,0.11089
0.03429,0.03429,0.03429,0.03429,0.03429
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00774,0.00774,0.00774,0.00774,0.00774
0.19683,0.19683,0.19683,0.19683,0.19683
0.19943,0.19943,0.19943,0.19943,0.19943
0.41876,0.41876,0.41876,0.41876,0.41876
0.35749,0.35749,0.35749,0.35749,0.35749
0.47623,0.47623,0.47623,0.47623,0.47623
0.44007,0.44007,0.44007,0.44007,0.44007
0.40495,0.40495,0.40495,0.40495,0.40495
0.2177,0.2177,0.2177,0.2177,0.2177
0.22531,0.22531,0.22531,0.22531,0.22531
0.06204,0.06204,0.06204,0.06204,0.06204
0.02303,0.02303,0.02303,0.02303,0.02303
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.05903,0.05903,0.05903,0.05903,0.05903
0.10099,0.10099,0.10099,0.10099,0.10099
0.29372,0.29372,0.29372,0.29372,0.29372
0.38139,0.38139,0.38139,0.38139,0.38139
0.25583,0.25583,0.25583,0.25583,0.25583
0.37218,0.37218,0.37218,0.37218,0.37218
0.20798,0.20798,0.20798,0.20798,0.20798
0.07764,0.07764,0.07764,0.07764,0.07764
0.04762,0.04762,0.04762,0.04762,0.04762
0.06751,0.06751,0.06751,0.06751,0.06751
0.05694,0.05694,0.05694,0.05694,0.05694
0.01974,0.01974,0.01974,0.01974,0.01974
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.07914,0.07914,0.07914,0.07914,0.07914
0.10239,0.10239,0.10239,0.10239,0.10239
0.04068,0.04068,0.04068,0.04068,0.04068
0.11903,0.11903,0.11903,0.11903,0.11903
0.4399,0.4399,0.4399,0.4399,0.4399
0.28643,0.28643,0.28643,0.28643,0.28643
0.40524,0.40524,0.40524,0.40524,0.40524
0.35731,0.35731,0.35731,0.35731,0.35731
0.25998,0.25998,0.25998,0.25998,0.25998
0.0478,0.0478,0.0478,0.0478,0.0478
0.12033,0.12033,0.12033,0.12033,0.12033
0.03526,0.03526,0.03526,0.03526,0.03526
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00455,0.00455,0.00455,0.00455,0.00455
0.08858,0.08858,0.08858,0.08858,0.08858
0.30302,0.30302,0.30302,0.30302,0.30302
0.24414,0.24414,0.24414,0.24414,0.24414
0.44066,0.44066,0.44066,0.44066,0.44066
0.44932,0.44932,0.44932,0.44932,0.44932
0.44823,0.44823,0.44823,0.44823,0.44823
0.26238,0.26238,0.26238,0.26238,0.26238
0.09945,0.09945,0.09945,0.09945,0.09945
0.07332,0.07332,0.07332,0.07332,0.07332
0.07068,0.07068,0.07068,0.07068,0.07068
0.01016,0.01016,0.01016,0.01016,0.01016
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.08803,0.08803,0.08803,0.08803,0.08803
0.28046,0.28046,0.28046,0.28046,0.28046
0.42,0.42,0.42,0.42,0.42
0.56421,0.56421,0.56421,0.56421,0.56421
0.72652,0.72652,0.72652,0.72652,0.72652
0.73551,0.73551,0.73551,0.73551,0.73551
0.70905,0.70905,0.70905,0.70905,0.70905
0.63035,0.63035,0.63035,0.63035,0.63035
0.55578,0.55578,0.55578,0.55578,0.55578
0.30259,0.30259,0.30259,0.30259,0.30259
0.20788,0.20788,0.20788,0.20788,0.20788
0.0458,0.0458,0.0458,0.0458,0.0458
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02223,0.02223,0.02223,0.02223,0.02223
0.25168,0.25168,0.25168,0.25168,0.25168
0.48403,0.48403,0.48403,0.48403,0.48403
0.63437,0.63437,0.63437,0.63437,0.63437
0.7322,0.7322,0.7322,0.7322,0.7322
0.7639,0.7639,0.7639,0.7639,0.7639
0.75278,0.75278,0.75278,0.75278,0.75278
0.68408,0.68408,0.68408,0.68408,0.68408
0.57996,0.57996,0.57996,0.57996,0.57996
0.4129,0.4129,0.4129,0.4129,0.4129
0.21834,0.21834,0.21834,0.21834,0.21834
0.04688,0.04688,0.04688,0.04688,0.04688
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.08103,0.08103,0.08103,0.08103,0.08103
0.18801,0.18801,0.18801,0.18801,0.18801
0.37843,0.37843,0.37843,0.37843,0.37843
0.47789,0.47789,0.47789,0.47789,0.47789
0.42852,0.42852,0.42852,0.42852,0.42852
0.65426,0.65426,0.65426,0.65426,0.65426
0.65548,0.65548,0.65548,0.65548,0.65548
0.49083,0.49083,0.49083,0.49083,0.49083
0.53854,0.53854,0.53854,0.53854,0.53854
0.31259,0.31259,0.31259,0.31259,0.31259
0.04428,0.04428,0.04428,0.04428,0.04428
0.03975,0.03975,0.03975,0.03975,0.03975
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00212,0.00212,0.00212,0.00212,0.00212
0.14531,0.14531,0.14531,0.14531,0.14531
0.19767,0.19767,0.19767,0.19767,0.19767
0.36667,0.36667,0.36667,0.36667,0.36667
0.54273,0.54273,0.54273,0.54273,0.54273
0.51337,0.51337,0.51337,0.51337,0.51337
0.54282,0.54282,0.54282,0.54282,0.54282
0.47317,0.47317,0.47317,0.47317,0.47317
0.4469,0.4469,0.4469,0.4469,0.4469
0.22498,0.22498,0.22498,0.22498,0.22498
0.09884,0.09884,0.09884,0.09884,0.09884
0.03439,0.03439,0.03439,0.03439,0.03439
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00214,0.00214,0.00214,0.00214,0.00214
0.043,0.043,0.043,0.043,0.043
0.28147,0.28147,0.28147,0.28147,0.28147
0.4105,0.4105,0.4105,0.4105,0.4105
0.57967,0.57967,0.57967,0.57967,0.57967
0.55435,0.55435,0.55435,0.55435,0.55435
0.43143,0.43143,0.43143,0.43143,0.43143
0.05557,0.05557,0.05557,0.05557,0.05557
0.03821,0.03821,0.03821,0.03821,0.03821
0.02137,0.02137,0.02137,0.02137,0.02137
0.04372,0.04372,0.04372,0.04372,0.04372
0.01015,0.01015,0.01015,0.01015,0.01015
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01341,0.01341,0.01341,0.01341,0.01341
0.1932,0.1932,0.1932,0.1932,0.1932
0.35686,0.35686,0.35686,0.35686,0.35686
0.41337,0.41337,0.41337,0.41337,0.41337
0.61246,0.61246,0.61246,0.61246,0.61246
0.52622,0.52622,0.52622,0.52622,0.52622
0.11442,0.11442,0.11442,0.11442,0.11442
0.05486,0.05486,0.05486,0.05486,0.05486
0.0974,0.0974,0.0974,0.0974,0.0974
0.02136,0.02136,0.02136,0.02136,0.02136
0.01098,0.01098,0.01098,0.01098,0.01098
0.02305,0.02305,0.02305,0.02305,0.02305
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00292,0.00292,0.00292,0.00292,0.00292
0.05993,0.05993,0.05993,0.05993,0.05993
0.20714,0.20714,0.20714,0.20714,0.20714
0.35639,0.35639,0.35639,0.35639,0.35639
0.40422,0.40422,0.40422,0.40422,0.40422
0.53397,0.53397,0.53397,0.53397,0.53397
0.52071,0.52071,0.52071,0.52071,0.52071
0.47606,0.47606,0.47606,0.47606,0.47606
0.34428,0.34428,0.34428,0.34428,0.34428
0.37712,0.37712,0.37712,0.37712,0.37712
0.05711,0.05711,0.05711,0.05711,0.05711
0.04313,0.04313,0.04313,0.04313,0.04313
0.0174,0.0174,0.0174,0.0174,0.0174
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00149,0.00149,0.00149,0.00149,0.00149
0.05447,0.05447,0.05447,0.05447,0.05447
0.10885,0.10885,0.10885,0.10885,0.10885
0.22792,0.22792,0.22792,0.22792,0.22792
0.40839,0.40839,0.40839,0.40839,0.40839
0.46727,0.46727,0.46727,0.46727,0.46727
0.37971,0.37971,0.37971,0.37971,0.37971
0.3959,0.3959,0.3959,0.3959,0.3959
0.29537,0.29537,0.29537,0.29537,0.29537
0.07288,0.07288,0.07288,0.07288,0.07288
0.02378,0.02378,0.02378,0.02378,0.02378
0.01015,0.01015,0.01015,0.01015,0.01015
0.00213,0.00213,0.00213,0.00213,0.00213
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00454,0.00454,0.00454,0.00454,0.00454
0.15394,0.15394,0.15394,0.15394,0.15394
0.38016,0.38016,0.38016,0.38016,0.38016
0.50508,0.50508,0.50508,0.50508,0.50508
0.54633,0.54633,0.54633,0.54633,0.54633
0.47426,0.47426,0.47426,0.47426,0.47426
0.59037,0.59037,0.59037,0.59037,0.59037
0.24019,0.24019,0.24019,0.24019,0.24019
0.05156,0.05156,0.05156,0.05156,0.05156
0.02053,0.02053,0.02053,0.02053,0.02053
0.04624,0.04624,0.04624,0.04624,0.04624
0.04955,0.04955,0.04955,0.04955,0.04955
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02944,0.02944,0.02944,0.02944,0.02944
0.236,0.236,0.236,0.236,0.236
0.43469,0.43469,0.43469,0.43469,0.43469
0.53604,0.53604,0.53604,0.53604,0.53604
0.62852,0.62852,0.62852,0.62852,0.62852
0.49697,0.49697,0.49697,0.49697,0.49697
0.4106,0.4106,0.4106,0.4106,0.4106
0.32057,0.32057,0.32057,0.32057,0.32057
0.33671,0.33671,0.33671,0.33671,0.33671
0.28633,0.28633,0.28633,0.28633,0.28633
0.13428,0.13428,0.13428,0.13428,0.13428
0.02632,0.02632,0.02632,0.02632,0.02632
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.03724,0.03724,0.03724,0.03724,0.03724
0.19243,0.19243,0.19243,0.19243,0.19243
0.20436,0.20436,0.20436,0.20436,0.20436
0.26935,0.26935,0.26935,0.26935,0.26935
0.24785,0.24785,0.24785,0.24785,0.24785
0.3699,0.3699,0.3699,0.3699,0.3699
0.53684,0.53684,0.53684,0.53684,0.53684
0.31808,0.31808,0.31808,0.31808,0.31808
0.15948,0.15948,0.15948,0.15948,0.15948
0.2972,0.2972,0.2972,0.2972,0.2972
0.14968,0.14968,0.14968,0.14968,0.14968
0.0221,0.0221,0.0221,0.0221,0.0221
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00321,0.00321,0.00321,0.00321,0.00321
0.08872,0.08872,0.08872,0.08872,0.08872
0.24826,0.24826,0.24826,0.24826,0.24826
0.39432,0.39432,0.39432,0.39432,0.39432
0.59729,0.59729,0.59729,0.59729,0.59729
0.48452,0.48452,0.48452,0.48452,0.48452
0.40673,0.40673,0.40673,0.40673,0.40673
0.54251,0.54251,0.54251,0.54251,0.54251
0.53774,0.53774,0.53774,0.53774,0.53774
0.26633,0.26633,0.26633,0.26633,0.26633
0.04501,0.04501,0.04501,0.04501,0.04501
0.05557,0.05557,0.05557,0.05557,0.05557
0.00131,0.00131,0.00131,0.00131,0.00131
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00514,0.00514,0.00514,0.00514,0.00514
0.0923,0.0923,0.0923,0.0923,0.0923
0.2791,0.2791,0.2791,0.2791,0.2791
0.35251,0.35251,0.35251,0.35251,0.35251
0.32585,0.32585,0.32585,0.32585,0.32585
0.29983,0.29983,0.29983,0.29983,0.29983
0.36865,0.36865,0.36865,0.36865,0.36865
0.57574,0.57574,0.57574,0.57574,0.57574
0.36704,0.36704,0.36704,0.36704,0.36704
0.21563,0.21563,0.21563,0.21563,0.21563
0.19726,0.19726,0.19726,0.19726,0.19726
0.02927,0.02927,0.02927,0.02927,0.02927
0.00052,0.00052,0.00052,0.00052,0.00052
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00305,0.00305,0.00305,0.00305,0.00305
0.05279,0.05279,0.05279,0.05279,0.05279
0.09923,0.09923,0.09923,0.09923,0.09923
0.31273,0.31273,0.31273,0.31273,0.31273
0.3535,0.3535,0.3535,0.3535,0.3535
0.42401,0.42401,0.42401,0.42401,0.42401
0.6591,0.6591,0.6591,0.6591,0.6591
0.68156,0.68156,0.68156,0.68156,0.68156
0.64263,0.64263,0.64263,0.64263,0.64263
